"Region","Year","season","weighted_average"
"CSS_V02",1998,"Annual",0.542309287652796
"CSS_V02",1998,"Fall",0.694283925643676
"CSS_V02",1998,"Spring",1.09657822424386
"CSS_V02",1998,"Summer",0.294314188532212
"CSS_V02",1998,"Winter",0.557442894488248
"CSS_V02",1999,"Annual",0.580375489905498
"CSS_V02",1999,"Fall",0.811749718274302
"CSS_V02",1999,"Spring",1.16530243602756
"CSS_V02",1999,"Summer",0.251794834666025
"CSS_V02",1999,"Winter",0.994479436632813
"CSS_V02",2000,"Annual",0.471029966798264
"CSS_V02",2000,"Fall",0.459504224189926
"CSS_V02",2000,"Spring",1.18562320634827
"CSS_V02",2000,"Summer",0.255296705188362
"CSS_V02",2000,"Winter",0.649296745248347
"CSS_V02",2001,"Annual",0.640977630910976
"CSS_V02",2001,"Fall",0.607083435583435
"CSS_V02",2001,"Spring",1.19789332454883
"CSS_V02",2001,"Summer",0.456955859306955
"CSS_V02",2001,"Winter",0.832952104729859
"CSS_V02",2002,"Annual",0.583251138782079
"CSS_V02",2002,"Fall",0.706888168850504
"CSS_V02",2002,"Spring",1.12027931915772
"CSS_V02",2002,"Summer",0.367515388132181
"CSS_V02",2002,"Winter",0.684152275747316
"CSS_V02",2003,"Annual",0.555107384070949
"CSS_V02",2003,"Fall",0.428349896739398
"CSS_V02",2003,"Spring",1.79159765529299
"CSS_V02",2003,"Summer",0.23884563591644
"CSS_V02",2003,"Winter",0.472110628724627
"CSS_V02",2004,"Annual",0.746714006338002
"CSS_V02",2004,"Fall",0.756055780970624
"CSS_V02",2004,"Spring",1.96084081369431
"CSS_V02",2004,"Summer",0.278634020980583
"CSS_V02",2004,"Winter",0.606246517977684
"CSS_V02",2005,"Annual",0.521793448859566
"CSS_V02",2005,"Fall",0.601698530826553
"CSS_V02",2005,"Spring",0.901937921390414
"CSS_V02",2005,"Summer",0.336117728773011
"CSS_V02",2005,"Winter",0.484354006986769
"CSS_V02",2006,"Annual",0.656918181617645
"CSS_V02",2006,"Fall",0.743225169339234
"CSS_V02",2006,"Spring",1.33870955267125
"CSS_V02",2006,"Summer",0.314596810096306
"CSS_V02",2006,"Winter",0.691902207260892
"CSS_V02",2007,"Annual",0.834156260467486
"CSS_V02",2007,"Fall",0.619689289358325
"CSS_V02",2007,"Spring",2.38574103254558
"CSS_V02",2007,"Summer",0.333226684957977
"CSS_V02",2007,"Winter",1.26527615409568
"CSS_V02",2008,"Annual",0.639556184699015
"CSS_V02",2008,"Fall",0.911009180589512
"CSS_V02",2008,"Spring",0.753219966841491
"CSS_V02",2008,"Summer",0.463037399133546
"CSS_V02",2008,"Winter",0.43693529074532
"CSS_V02",2009,"Annual",0.685098491743628
"CSS_V02",2009,"Fall",1.4463114925694
"CSS_V02",2009,"Spring",1.01559522193889
"CSS_V02",2009,"Summer",0.272421409719114
"CSS_V02",2009,"Winter",0.814522136605387
"CSS_V02",2010,"Annual",0.537025989478533
"CSS_V02",2010,"Fall",0.644005315650636
"CSS_V02",2010,"Spring",1.01495776930035
"CSS_V02",2010,"Summer",0.317389753655574
"CSS_V02",2010,"Winter",0.859919400181114
"CSS_V02",2011,"Annual",0.699298701124738
"CSS_V02",2011,"Fall",0.977950987927046
"CSS_V02",2011,"Spring",1.06322650304967
"CSS_V02",2011,"Summer",0.335247865642403
"CSS_V02",2011,"Winter",0.721268305427328
"CSS_V02",2012,"Annual",0.560033280286931
"CSS_V02",2012,"Fall",0.59052323272211
"CSS_V02",2012,"Spring",0.960056829213832
"CSS_V02",2012,"Summer",0.249926869918164
"CSS_V02",2012,"Winter",1.40019938660687
"CSS_V02",2013,"Annual",0.593227980491862
"CSS_V02",2013,"Fall",0.63842824148053
"CSS_V02",2013,"Spring",0.928315801478011
"CSS_V02",2013,"Summer",0.385681430113942
"CSS_V02",2013,"Winter",1.1162518635836
"CSS_V02",2014,"Annual",0.831934978521453
"CSS_V02",2014,"Fall",0.83159317661463
"CSS_V02",2014,"Spring",1.44477058926629
"CSS_V02",2014,"Summer",0.625164897864717
"CSS_V02",2014,"Winter",1.00065320295936
"CSS_V02",2015,"Annual",0.705578360387672
"CSS_V02",2015,"Fall",0.581516501623298
"CSS_V02",2015,"Spring",1.99567524505258
"CSS_V02",2015,"Summer",0.265666022480357
"CSS_V02",2015,"Winter",1.69505257986572
"CSS_V02",2016,"Annual",0.56464750133607
"CSS_V02",2016,"Fall",0.600368900270951
"CSS_V02",2016,"Spring",0.834444323252057
"CSS_V02",2016,"Summer",0.286885535099656
"CSS_V02",2016,"Winter",2.28258353177942
"CSS_V02",2017,"Annual",0.554413800035548
"CSS_V02",2017,"Fall",0.76016724172454
"CSS_V02",2017,"Spring",0.983218386041871
"CSS_V02",2017,"Summer",0.293755103365157
"CSS_V02",2017,"Winter",1.08417479037131
"CSS_V02",2018,"Annual",0.535740276247989
"CSS_V02",2018,"Fall",0.772547963688225
"CSS_V02",2018,"Spring",1.20109470466673
"CSS_V02",2018,"Summer",0.224748142524782
"CSS_V02",2018,"Winter",1.19152100253928
"CSS_V02",2019,"Annual",0.796935500620616
"CSS_V02",2019,"Fall",0.861316706506064
"CSS_V02",2019,"Spring",1.880545740972
